customer_id,recency,frequency,monetary,R,F,M,RFM_score,segment,cluster,marketing_channel
CUST00387,48,7,702.0799999999999,3,4,4,11,Champions,1,Organic Search
CUST00388,33,3,121.81,3,1,1,5,At Risk,3,Email
CUST00389,108,3,358.76,2,1,2,5,At Risk,3,Direct
CUST00390,47,6,414.67,3,3,2,8,Loyal Customers,1,Paid Search
CUST00391,38,1,37.02,3,1,1,5,At Risk,3,Direct
CUST00392,15,8,791.74,4,4,4,12,Champions,2,Organic Search
CUST00393,20,2,85.05,4,1,1,6,Potential Loyalists,3,Direct
CUST00394,155,2,856.89,1,1,4,6,Potential Loyalists,3,Social Media
CUST00395,478,1,59.13,1,1,1,3,Hibernating,0,Email
CUST00396,124,2,125.16,2,1,1,4,At Risk,3,Email
CUST00397,8,5,979.8299999999999,4,3,4,11,Champions,2,Organic Search
CUST00398,50,6,1067.34,3,3,4,10,Champions,2,Social Media
CUST00399,39,4,532.34,3,2,3,8,Loyal Customers,1,Organic Search
CUST00400,53,4,516.42,3,2,3,8,Loyal Customers,1,Direct
CUST00401,108,4,298.04,2,2,2,6,Potential Loyalists,3,Referral
CUST00402,205,8,956.28,1,4,4,9,Loyal Customers,2,Paid Search
CUST00403,31,5,381.34000000000003,3,3,2,8,Loyal Customers,1,Social Media
CUST00404,65,3,233.13,2,1,1,4,At Risk,3,Referral
CUST00405,38,4,275.15,3,2,2,7,Potential Loyalists,3,Organic Search
CUST00406,142,7,514.11,2,4,3,9,Loyal Customers,1,Organic Search
CUST00407,171,3,236.7,1,1,1,3,Hibernating,3,Organic Search
CUST00408,131,4,416.42,2,2,2,6,Potential Loyalists,3,Paid Search
CUST00409,19,6,798.9399999999999,4,3,4,11,Champions,1,Email
CUST00410,17,4,508.15000000000003,4,2,3,9,Loyal Customers,1,Paid Search
CUST00411,276,5,319.5,1,3,2,6,Potential Loyalists,0,Organic Search
CUST00412,22,9,1141.81,4,4,4,12,Champions,2,Social Media
CUST00413,24,7,1259.07,3,4,4,11,Champions,2,Referral
CUST00414,131,4,543.37,2,2,3,7,Potential Loyalists,1,Organic Search
CUST00415,152,4,529.5799999999999,1,2,3,6,Potential Loyalists,1,Social Media
CUST00416,36,2,238.23999999999998,3,1,1,5,At Risk,3,Organic Search
CUST00417,15,2,736.74,4,1,4,9,Loyal Customers,3,Referral
CUST00418,39,4,481.74,3,2,3,8,Loyal Customers,1,Paid Search
CUST00419,31,3,277.35,3,1,2,6,Potential Loyalists,3,Direct
CUST00420,29,8,1424.88,3,4,4,11,Champions,2,Direct
CUST00421,203,7,446.7,1,4,3,8,Loyal Customers,1,Organic Search
CUST00422,41,4,249.85999999999999,3,2,2,7,Potential Loyalists,3,Social Media
CUST00423,19,5,797.31,4,3,4,11,Champions,1,Direct
CUST00424,93,5,298.13,2,3,2,7,Potential Loyalists,1,Social Media
CUST00425,199,2,132.51,1,1,1,3,Hibernating,0,Paid Search
CUST00426,210,5,302.22,1,3,2,6,Potential Loyalists,0,Paid Search
CUST00427,42,12,1264.82,3,4,4,11,Champions,2,Social Media
CUST00428,54,6,478.12,2,3,3,8,Loyal Customers,1,Organic Search
CUST00429,298,2,157.8,1,1,1,3,Hibernating,0,Organic Search
CUST00430,240,4,346.21999999999997,1,2,2,5,At Risk,0,Organic Search
CUST00431,39,4,467.98,3,2,3,8,Loyal Customers,1,Paid Search
CUST00432,206,2,120.53999999999999,1,1,1,3,Hibernating,0,Direct
CUST00433,36,8,539.3199999999999,3,4,3,10,Champions,1,Organic Search
CUST00434,25,5,411.96,3,3,2,8,Loyal Customers,1,Direct
CUST00435,415,1,64.33,1,1,1,3,Hibernating,0,Organic Search
CUST00436,25,5,333.12,3,3,2,8,Loyal Customers,1,Paid Search
CUST00437,29,4,749.8900000000001,3,2,4,9,Loyal Customers,1,Organic Search
CUST00438,124,4,502.87,2,2,3,7,Potential Loyalists,1,Paid Search
CUST00439,124,4,754.46,2,2,4,8,Loyal Customers,1,Paid Search
CUST00440,75,6,562.75,2,3,3,8,Loyal Customers,1,Paid Search
CUST00441,376,2,259.8,1,1,2,4,At Risk,0,Social Media
CUST00442,3,4,660.3299999999999,4,2,3,9,Loyal Customers,1,Referral
CUST00443,40,3,286.39,3,1,2,6,Potential Loyalists,3,Referral
CUST00444,178,10,1060.34,1,4,4,9,Loyal Customers,2,Social Media
CUST00445,41,3,275.5,3,1,2,6,Potential Loyalists,3,Social Media
CUST00446,62,8,908.1,2,4,4,10,Champions,2,Paid Search
CUST00447,7,1,17.94,4,1,1,6,Potential Loyalists,3,Email
CUST00448,16,4,273.57,4,2,2,8,Loyal Customers,3,Organic Search
CUST00449,24,3,438.08,3,1,3,7,Potential Loyalists,3,Organic Search
CUST00450,26,6,779.71,3,3,4,10,Champions,1,Referral
CUST00451,86,5,773.27,2,3,4,9,Loyal Customers,1,Paid Search
CUST00452,19,5,469.39,4,3,3,10,Champions,1,Paid Search
CUST00453,140,1,343.74,2,1,2,5,At Risk,3,Referral
CUST00454,77,5,237.51,2,3,1,6,Potential Loyalists,1,Direct
CUST00455,381,3,312.9,1,1,2,4,At Risk,0,Paid Search
CUST00456,85,6,473.07,2,3,3,8,Loyal Customers,1,Social Media
CUST00457,34,6,458.81,3,3,3,9,Loyal Customers,1,Email
CUST00458,13,4,947.25,4,2,4,10,Champions,1,Email
CUST00459,6,3,452.61,4,1,3,8,Loyal Customers,3,Organic Search
CUST00460,34,2,341.09999999999997,3,1,2,6,Potential Loyalists,3,Email
CUST00461,35,7,1097.08,3,4,4,11,Champions,2,Email
CUST00462,19,3,205.95,4,1,1,6,Potential Loyalists,3,Paid Search
CUST00463,36,4,945.79,3,2,4,9,Loyal Customers,1,Social Media
CUST00464,29,2,243.35999999999999,3,1,1,5,At Risk,3,Paid Search
CUST00465,42,2,159.73,3,1,1,5,At Risk,3,Organic Search
CUST00466,200,1,135.36,1,1,1,3,Hibernating,0,Email
CUST00467,32,5,703.77,3,3,4,10,Champions,1,Social Media
CUST00468,60,4,353.98,2,2,2,6,Potential Loyalists,3,Email
CUST00469,41,6,710.75,3,3,4,10,Champions,1,Social Media
CUST00470,177,3,582.62,1,1,3,5,At Risk,3,Social Media
CUST00471,108,2,190.67000000000002,2,1,1,4,At Risk,3,Direct
CUST00472,16,6,707.3,4,3,4,11,Champions,1,Direct
CUST00473,12,11,877.16,4,4,4,12,Champions,2,Social Media
CUST00474,117,4,705.21,2,2,4,8,Loyal Customers,1,Organic Search
CUST00475,279,4,153.59,1,2,1,4,At Risk,0,Paid Search
CUST00476,55,5,528.38,2,3,3,8,Loyal Customers,1,Paid Search
CUST00478,383,6,511.83000000000004,1,3,3,7,Potential Loyalists,0,Direct
CUST00479,30,3,557.03,3,1,3,7,Potential Loyalists,3,Social Media
CUST00480,165,8,1340.9499999999998,1,4,4,9,Loyal Customers,2,Direct
CUST00481,23,2,135.74,4,1,1,6,Potential Loyalists,3,Social Media
CUST00482,136,3,111.24000000000001,2,1,1,4,At Risk,3,Direct
CUST00483,49,7,433.53,3,4,3,10,Champions,1,Organic Search
CUST00484,46,5,196.07,3,3,1,7,Potential Loyalists,3,Social Media
CUST00485,8,6,606.69,4,3,3,10,Champions,1,Email
CUST00486,64,7,348.91999999999996,2,4,2,8,Loyal Customers,1,Social Media
CUST00487,12,8,667.09,4,4,3,11,Champions,1,Direct
CUST00489,277,2,265.46999999999997,1,1,2,4,At Risk,0,Direct
CUST00490,101,8,1455.1100000000001,2,4,4,10,Champions,2,Paid Search
CUST00491,526,4,526.9300000000001,1,2,3,6,Potential Loyalists,0,Paid Search
CUST00492,63,2,127.63,2,1,1,4,At Risk,3,Organic Search
CUST00493,10,5,298.98,4,3,2,9,Loyal Customers,1,Organic Search
CUST00494,51,2,344.54,3,1,2,6,Potential Loyalists,3,Social Media
CUST00495,4,8,1352.4,4,4,4,12,Champions,2,Direct
CUST00496,30,9,859.1600000000001,3,4,4,11,Champions,2,Email
CUST00497,130,7,586.75,2,4,3,9,Loyal Customers,1,Organic Search
CUST00498,304,4,1259.97,1,2,4,7,Potential Loyalists,2,Social Media
CUST00499,54,3,568.1999999999999,2,1,3,6,Potential Loyalists,3,Direct
CUST00500,91,4,340.36,2,2,2,6,Potential Loyalists,3,Social Media
CUST00501,16,3,68.55,4,1,1,6,Potential Loyalists,3,Organic Search
CUST00502,296,2,120.47,1,1,1,3,Hibernating,0,Social Media
CUST00503,56,6,325.09000000000003,2,3,2,7,Potential Loyalists,1,Social Media
CUST00504,8,3,238.58,4,1,1,6,Potential Loyalists,3,Paid Search
CUST00505,95,7,673.12,2,4,3,9,Loyal Customers,1,Organic Search
CUST00506,58,4,195.89000000000001,2,2,1,5,At Risk,3,Organic Search
CUST00507,165,7,362.49,1,4,2,7,Potential Loyalists,1,Direct
CUST00508,9,5,853.9,4,3,4,11,Champions,1,Social Media
CUST00509,210,5,293.9,1,3,2,6,Potential Loyalists,0,Email
CUST00510,133,8,906.7,2,4,4,10,Champions,2,Direct
CUST00511,152,4,291.54,1,2,2,5,At Risk,3,Direct
CUST00512,288,4,180.57,1,2,1,4,At Risk,0,Organic Search
CUST00513,191,3,395.23,1,1,2,4,At Risk,0,Organic Search
CUST00514,54,2,294.55,2,1,2,5,At Risk,3,Organic Search
CUST00515,77,5,865.84,2,3,4,9,Loyal Customers,1,Organic Search
CUST00516,68,6,556.19,2,3,3,8,Loyal Customers,1,Referral
CUST00517,6,3,248.78,4,1,2,7,Potential Loyalists,3,Organic Search
CUST00518,31,6,722.35,3,3,4,10,Champions,1,Direct
CUST00519,17,5,567.13,4,3,3,10,Champions,1,Social Media
CUST00520,10,9,1015.6800000000001,4,4,4,12,Champions,2,Social Media
CUST00521,77,6,250.49,2,3,2,7,Potential Loyalists,1,Social Media
CUST00522,4,5,779.0600000000001,4,3,4,11,Champions,1,Organic Search
CUST00524,3,5,435.85,4,3,3,10,Champions,1,Organic Search
CUST00525,19,3,326.63,4,1,2,7,Potential Loyalists,3,Social Media
CUST00526,30,5,406.42,3,3,2,8,Loyal Customers,1,Direct
CUST00527,81,7,711.8,2,4,4,10,Champions,1,Direct
CUST00528,204,7,1195.92,1,4,4,9,Loyal Customers,2,Social Media
CUST00529,24,4,579.89,3,2,3,8,Loyal Customers,1,Paid Search
CUST00530,12,2,578.32,4,1,3,8,Loyal Customers,3,Social Media
CUST00531,94,5,476.52,2,3,3,8,Loyal Customers,1,Social Media
CUST00532,276,3,200.06,1,1,1,3,Hibernating,0,Email
CUST00533,1,6,653.87,4,3,3,10,Champions,1,Organic Search
CUST00534,363,1,62.1,1,1,1,3,Hibernating,0,Organic Search
CUST00535,235,2,121.35,1,1,1,3,Hibernating,0,Direct
CUST00536,40,6,908.19,3,3,4,10,Champions,2,Organic Search
CUST00537,30,3,194.55,3,1,1,5,At Risk,3,Referral
CUST00538,20,5,659.4300000000001,4,3,3,10,Champions,1,Direct
CUST00539,140,7,631.77,2,4,3,9,Loyal Customers,1,Paid Search
CUST00540,371,1,168.34,1,1,1,3,Hibernating,0,Social Media
CUST00541,17,4,294.89,4,2,2,8,Loyal Customers,3,Paid Search
CUST00542,61,5,665.08,2,3,3,8,Loyal Customers,1,Organic Search
CUST00543,39,3,446.68,3,1,3,7,Potential Loyalists,3,Social Media
CUST00544,297,1,63.79,1,1,1,3,Hibernating,0,Organic Search
CUST00545,1,4,271.93,4,2,2,8,Loyal Customers,3,Social Media
CUST00546,44,7,1138.04,3,4,4,11,Champions,2,Paid Search
CUST00547,189,6,517.67,1,3,3,7,Potential Loyalists,1,Direct
CUST00548,58,3,117.44999999999999,2,1,1,4,At Risk,3,Organic Search
CUST00549,251,4,607.6600000000001,1,2,3,6,Potential Loyalists,0,Direct
CUST00550,38,6,390.16999999999996,3,3,2,8,Loyal Customers,1,Direct
CUST00551,2,7,714.73,4,4,4,12,Champions,1,Direct
CUST00552,134,5,750.87,2,3,4,9,Loyal Customers,1,Organic Search
CUST00553,27,5,267.52,3,3,2,8,Loyal Customers,1,Organic Search
CUST00554,124,6,554.01,2,3,3,8,Loyal Customers,1,Paid Search
CUST00555,218,6,620.29,1,3,3,7,Potential Loyalists,1,Direct
CUST00556,48,6,484.75,3,3,3,9,Loyal Customers,1,Paid Search
CUST00557,147,6,229.89000000000001,1,3,1,5,At Risk,1,Paid Search
CUST00558,3,9,1245.01,4,4,4,12,Champions,2,Social Media
CUST00559,94,5,501.04999999999995,2,3,3,8,Loyal Customers,1,Paid Search
CUST00560,5,5,407.76,4,3,2,9,Loyal Customers,1,Social Media
CUST00561,53,6,428.51,3,3,3,9,Loyal Customers,1,Social Media
CUST00562,124,5,309.85,2,3,2,7,Potential Loyalists,1,Paid Search
CUST00563,18,2,50.480000000000004,4,1,1,6,Potential Loyalists,3,Organic Search
CUST00564,230,6,323.39,1,4,2,7,Potential Loyalists,1,Organic Search
CUST00565,39,3,374.25,3,1,2,6,Potential Loyalists,3,Organic Search
CUST00567,244,3,266.88,1,1,2,4,At Risk,0,Organic Search
CUST00568,108,4,281.03999999999996,2,2,2,6,Potential Loyalists,3,Social Media
CUST00569,150,2,77.34,1,1,1,3,Hibernating,3,Social Media
CUST00570,155,6,515.84,1,4,3,8,Loyal Customers,1,Email
CUST00571,43,3,119.96000000000001,3,1,1,5,At Risk,3,Organic Search
CUST00572,13,8,1215.72,4,4,4,12,Champions,2,Social Media
CUST00573,42,5,489.67,3,3,3,9,Loyal Customers,1,Direct
CUST00574,18,3,279.58000000000004,4,1,2,7,Potential Loyalists,3,Email
CUST00575,509,2,191.44,1,1,1,3,Hibernating,0,Organic Search
CUST00576,122,5,645.0,2,3,3,8,Loyal Customers,1,Paid Search
CUST00577,293,4,236.95999999999998,1,2,1,4,At Risk,0,Paid Search
CUST00578,2,6,397.2,4,4,2,10,Champions,1,Email
CUST00579,76,5,432.02,2,3,3,8,Loyal Customers,1,Paid Search
CUST00580,35,3,154.19,3,1,1,5,At Risk,3,Referral
CUST00581,140,4,992.9,2,2,4,8,Loyal Customers,1,Paid Search
CUST00582,50,1,10.04,3,1,1,5,At Risk,3,Paid Search
CUST00583,145,3,207.13,1,1,1,3,Hibernating,3,Paid Search
CUST00584,76,5,485.03,2,3,3,8,Loyal Customers,1,Organic Search
CUST00585,20,5,297.4,4,3,2,9,Loyal Customers,1,Direct
CUST00586,22,6,235.13,4,4,1,9,Loyal Customers,1,Social Media
CUST00587,42,6,544.97,3,4,3,10,Champions,1,Referral
CUST00588,37,4,297.53,3,2,2,7,Potential Loyalists,3,Organic Search
CUST00589,77,2,469.38,2,1,3,6,Potential Loyalists,3,Referral
CUST00590,4,6,627.0899999999999,4,4,3,11,Champions,1,Email
CUST00591,222,6,523.2,1,4,3,8,Loyal Customers,1,Referral
CUST00592,44,2,178.18,3,1,1,5,At Risk,3,Email
CUST00593,16,4,371.88,4,2,2,8,Loyal Customers,3,Direct
CUST00594,55,4,611.9300000000001,2,2,3,7,Potential Loyalists,1,Email
CUST00595,16,6,1037.82,4,4,4,12,Champions,2,Organic Search
CUST00596,20,3,623.8900000000001,4,1,3,8,Loyal Customers,3,Email
CUST00597,302,3,483.86,1,1,3,5,At Risk,0,Organic Search
CUST00598,358,4,471.26,1,2,3,6,Potential Loyalists,0,Organic Search
CUST00599,386,4,90.92999999999999,1,2,1,4,At Risk,0,Organic Search
CUST00600,80,4,258.38,2,2,2,6,Potential Loyalists,3,Paid Search
CUST00601,229,3,643.3,1,1,3,5,At Risk,0,Social Media
CUST00602,126,5,265.77,2,3,2,7,Potential Loyalists,1,Organic Search
CUST00603,107,5,345.2,2,3,2,7,Potential Loyalists,1,Paid Search
CUST00604,416,1,115.1,1,1,1,3,Hibernating,0,Email
CUST00605,340,3,212.78,1,1,1,3,Hibernating,0,Paid Search
CUST00606,53,5,636.0899999999999,3,3,3,9,Loyal Customers,1,Organic Search
CUST00607,131,3,692.86,2,1,4,7,Potential Loyalists,3,Direct
CUST00608,356,2,228.88,1,1,1,3,Hibernating,0,Social Media
CUST00609,56,6,518.68,2,4,3,9,Loyal Customers,1,Paid Search
CUST00610,23,4,291.85,4,2,2,8,Loyal Customers,3,Social Media
CUST00611,24,4,226.24,3,2,1,6,Potential Loyalists,3,Email
CUST00612,24,11,1162.12,3,4,4,11,Champions,2,Organic Search
CUST00613,16,4,901.98,4,2,4,10,Champions,1,Social Media
CUST00614,15,3,128.3,4,1,1,6,Potential Loyalists,3,Organic Search
CUST00615,24,1,172.78,3,1,1,5,At Risk,3,Social Media
CUST00616,21,6,839.3499999999999,4,4,4,12,Champions,1,Organic Search
CUST00617,393,2,377.74,1,1,2,4,At Risk,0,Organic Search
CUST00618,380,5,642.32,1,3,3,7,Potential Loyalists,0,Direct
CUST00619,63,3,390.78999999999996,2,1,2,5,At Risk,3,Paid Search
CUST00620,4,6,675.34,4,4,3,11,Champions,1,Paid Search
CUST00621,205,2,289.53,1,1,2,4,At Risk,0,Organic Search
CUST00622,5,2,948.08,4,1,4,9,Loyal Customers,1,Organic Search
CUST00623,12,6,631.82,4,4,3,11,Champions,1,Direct
CUST00624,347,3,256.19,1,1,2,4,At Risk,0,Social Media
CUST00625,55,4,392.26,2,2,2,6,Potential Loyalists,3,Organic Search
CUST00626,1,4,226.04000000000002,4,2,1,7,Potential Loyalists,3,Social Media
CUST00627,285,5,899.59,1,3,4,8,Loyal Customers,0,Referral
CUST00628,80,3,1176.33,2,1,4,7,Potential Loyalists,2,Organic Search
CUST00629,16,5,655.72,4,3,3,10,Champions,1,Referral
CUST00630,52,5,1518.09,3,3,4,10,Champions,2,Paid Search
CUST00631,41,4,281.68,3,2,2,7,Potential Loyalists,3,Organic Search
CUST00632,197,5,824.51,1,3,4,8,Loyal Customers,1,Direct
CUST00633,44,4,377.42,3,2,2,7,Potential Loyalists,3,Referral
CUST00634,64,6,607.4,2,4,3,9,Loyal Customers,1,Organic Search
CUST00635,53,3,148.48,3,1,1,5,At Risk,3,Social Media
CUST00636,39,4,195.5,3,2,1,6,Potential Loyalists,3,Social Media
CUST00637,45,6,1058.5,3,4,4,11,Champions,2,Paid Search
CUST00638,35,3,135.32,3,1,1,5,At Risk,3,Direct
CUST00639,40,4,511.40999999999997,3,2,3,8,Loyal Customers,1,Referral
CUST00640,24,7,563.96,3,4,3,10,Champions,1,Organic Search
CUST00641,53,4,414.19,3,2,2,7,Potential Loyalists,3,Direct
CUST00642,91,4,467.09000000000003,2,2,3,7,Potential Loyalists,3,Organic Search
CUST00643,245,5,568.01,1,3,3,7,Potential Loyalists,0,Organic Search
CUST00644,36,5,856.3,3,3,4,10,Champions,1,Email
CUST00645,165,8,457.45,1,4,3,8,Loyal Customers,1,Organic Search
CUST00647,31,6,1009.06,3,4,4,11,Champions,2,Paid Search
CUST00648,38,6,630.15,3,4,3,10,Champions,1,Email
CUST00649,347,1,171.18,1,1,1,3,Hibernating,0,Paid Search
CUST00650,101,5,279.88,2,3,2,7,Potential Loyalists,1,Paid Search
CUST00651,6,5,1155.77,4,3,4,11,Champions,2,Direct
CUST00652,55,4,705.54,2,2,4,8,Loyal Customers,1,Paid Search
CUST00653,4,3,133.99,4,1,1,6,Potential Loyalists,3,Social Media
CUST00654,46,3,409.48,3,1,2,6,Potential Loyalists,3,Paid Search
CUST00655,204,3,353.4,1,1,2,4,At Risk,0,Email
CUST00656,27,5,588.39,3,3,3,9,Loyal Customers,1,Paid Search
CUST00658,41,5,827.3,3,3,4,10,Champions,1,Organic Search
CUST00659,13,7,567.1800000000001,4,4,3,11,Champions,1,Organic Search
CUST00660,13,3,230.14,4,1,1,6,Potential Loyalists,3,Organic Search
CUST00661,180,4,207.95,1,2,1,4,At Risk,3,Organic Search
CUST00662,64,4,265.07,2,2,2,6,Potential Loyalists,3,Organic Search
CUST00663,120,4,452.53,2,2,3,7,Potential Loyalists,3,Paid Search
CUST00664,168,4,108.98,1,2,1,4,At Risk,3,Social Media
CUST00665,252,3,549.55,1,1,3,5,At Risk,0,Referral
CUST00666,16,6,563.4,4,4,3,11,Champions,1,Direct
CUST00667,58,2,192.66,2,1,1,4,At Risk,3,Social Media
CUST00668,125,5,364.93,2,3,2,7,Potential Loyalists,1,Paid Search
CUST00669,101,1,78.51,2,1,1,4,At Risk,3,Paid Search
CUST00670,194,5,317.7,1,3,2,6,Potential Loyalists,1,Email
CUST00671,50,6,1234.62,3,4,4,11,Champions,2,Email
CUST00672,61,3,334.65,2,1,2,5,At Risk,3,Paid Search
CUST00673,63,6,724.37,2,4,4,10,Champions,1,Social Media
CUST00674,45,4,870.48,3,2,4,9,Loyal Customers,1,Organic Search
CUST00675,42,4,333.57,3,2,2,7,Potential Loyalists,3,Referral
CUST00676,9,2,328.03,4,1,2,7,Potential Loyalists,3,Direct
CUST00677,164,4,326.73,1,2,2,5,At Risk,3,Paid Search
CUST00678,146,2,303.19,1,1,2,4,At Risk,3,Referral
CUST00679,121,3,328.1,2,1,2,5,At Risk,3,Social Media
CUST00680,10,8,861.86,4,4,4,12,Champions,2,Social Media
CUST00681,29,6,611.44,3,4,3,10,Champions,1,Direct
CUST00682,237,6,929.9599999999999,1,4,4,9,Loyal Customers,2,Email
CUST00683,8,6,787.55,4,4,4,12,Champions,1,Direct
CUST00684,1,4,390.33,4,2,2,8,Loyal Customers,3,Organic Search
CUST00685,224,4,323.71000000000004,1,2,2,5,At Risk,0,Organic Search
CUST00686,9,6,361.13,4,4,2,10,Champions,1,Social Media
CUST00687,122,2,172.92,2,1,1,4,At Risk,3,Direct
CUST00688,35,5,562.61,3,3,3,9,Loyal Customers,1,Paid Search
CUST00689,105,8,479.47,2,4,3,9,Loyal Customers,1,Organic Search
CUST00690,35,5,1482.44,3,3,4,10,Champions,2,Paid Search
CUST00691,103,4,250.32,2,2,2,6,Potential Loyalists,3,Organic Search
CUST00692,22,6,510.51,4,4,3,11,Champions,1,Organic Search
CUST00693,6,5,475.46,4,3,3,10,Champions,1,Paid Search
CUST00694,1,6,940.9300000000001,4,4,4,12,Champions,2,Organic Search
CUST00695,47,3,406.18000000000006,3,1,2,6,Potential Loyalists,3,Social Media
CUST00696,5,11,649.8,4,4,3,11,Champions,2,Paid Search
CUST00697,158,2,316.79,1,1,2,4,At Risk,3,Email
CUST00698,42,6,197.8,3,4,1,8,Loyal Customers,1,Direct
CUST00699,167,7,517.63,1,4,3,8,Loyal Customers,1,Paid Search
CUST00700,51,3,499.25,3,1,3,7,Potential Loyalists,3,Social Media
CUST00701,318,1,71.71,1,1,1,3,Hibernating,0,Direct
CUST00702,19,3,385.17,4,1,2,7,Potential Loyalists,3,Paid Search
CUST00703,56,6,559.3199999999999,2,4,3,9,Loyal Customers,1,Direct
CUST00704,292,3,99.06,1,1,1,3,Hibernating,0,Social Media
CUST00705,58,4,415.82000000000005,2,2,2,6,Potential Loyalists,3,Organic Search
CUST00706,13,6,1085.74,4,4,4,12,Champions,2,Social Media
CUST00707,123,5,332.49,2,3,2,7,Potential Loyalists,1,Paid Search
CUST00708,23,6,546.0,4,4,3,11,Champions,1,Email
CUST00710,57,3,171.95,2,1,1,4,At Risk,3,Referral
CUST00711,107,9,1256.8,2,4,4,10,Champions,2,Paid Search
CUST00712,55,2,61.03,2,1,1,4,At Risk,3,Email
CUST00713,114,7,407.40999999999997,2,4,2,8,Loyal Customers,1,Organic Search
CUST00714,2,3,312.49,4,1,2,7,Potential Loyalists,3,Organic Search
CUST00715,33,4,221.31,3,2,1,6,Potential Loyalists,3,Paid Search
CUST00716,233,4,179.4,1,2,1,4,At Risk,0,Email
CUST00717,4,5,1015.1899999999999,4,3,4,11,Champions,2,Social Media
CUST00718,48,6,1019.3100000000001,3,4,4,11,Champions,2,Direct
CUST00719,54,3,192.14000000000001,2,1,1,4,At Risk,3,Organic Search
CUST00720,38,5,180.84,3,3,1,7,Potential Loyalists,3,Social Media
CUST00721,256,2,121.57000000000001,1,1,1,3,Hibernating,0,Direct
CUST00722,16,4,308.95,4,2,2,8,Loyal Customers,3,Organic Search
CUST00723,433,1,64.93,1,1,1,3,Hibernating,0,Email
CUST00724,38,9,593.18,3,4,3,10,Champions,1,Referral
CUST00725,26,3,108.91999999999999,3,1,1,5,At Risk,3,Direct
CUST00726,41,4,666.95,3,2,3,8,Loyal Customers,1,Paid Search
CUST00727,18,4,364.6,4,2,2,8,Loyal Customers,3,Email
CUST00728,75,4,705.8,2,2,4,8,Loyal Customers,1,Paid Search
CUST00729,28,4,850.3100000000001,3,2,4,9,Loyal Customers,1,Direct
CUST00730,171,2,118.51,1,1,1,3,Hibernating,3,Social Media
CUST00731,18,7,770.73,4,4,4,12,Champions,1,Organic Search
CUST00732,120,3,190.72,2,1,1,4,At Risk,3,Organic Search
CUST00733,56,7,609.22,2,4,3,9,Loyal Customers,1,Paid Search
CUST00734,41,5,545.25,3,3,3,9,Loyal Customers,1,Referral
CUST00735,26,4,1115.44,3,2,4,9,Loyal Customers,2,Paid Search
CUST00736,22,5,722.6600000000001,4,3,4,11,Champions,1,Referral
CUST00737,22,4,594.54,4,2,3,9,Loyal Customers,1,Paid Search
CUST00738,106,5,293.69,2,3,2,7,Potential Loyalists,1,Direct
CUST00740,533,2,351.13,1,1,2,4,At Risk,0,Organic Search
CUST00741,32,5,785.73,3,3,4,10,Champions,1,Email
CUST00742,53,3,211.13,3,1,1,5,At Risk,3,Paid Search
CUST00743,48,3,377.37,3,1,2,6,Potential Loyalists,3,Organic Search
CUST00744,50,3,448.14000000000004,3,1,3,7,Potential Loyalists,3,Social Media
CUST00745,330,3,377.02,1,1,2,4,At Risk,0,Paid Search
CUST00746,10,5,763.62,4,3,4,11,Champions,1,Organic Search
CUST00748,277,4,373.03999999999996,1,2,2,5,At Risk,0,Social Media
CUST00749,9,6,682.13,4,4,4,12,Champions,1,Referral
CUST00750,7,5,397.88,4,3,2,9,Loyal Customers,1,Direct
CUST00751,105,8,1373.97,2,4,4,10,Champions,2,Organic Search
CUST00752,13,2,225.74,4,1,1,6,Potential Loyalists,3,Social Media
CUST00753,53,4,651.96,3,2,3,8,Loyal Customers,1,Paid Search
CUST00754,16,5,466.84,4,3,3,10,Champions,1,Referral
CUST00755,35,6,295.06,3,4,2,9,Loyal Customers,1,Social Media
CUST00756,87,2,213.32999999999998,2,1,1,4,At Risk,3,Paid Search
CUST00757,15,5,677.09,4,3,4,11,Champions,1,Paid Search
CUST00758,113,2,93.52,2,1,1,4,At Risk,3,Paid Search
CUST00759,39,7,1313.04,3,4,4,11,Champions,2,Organic Search
CUST00760,7,4,880.6199999999999,4,2,4,10,Champions,1,Organic Search
CUST00761,4,5,262.9,4,3,2,9,Loyal Customers,1,Paid Search
CUST00762,114,3,536.87,2,1,3,6,Potential Loyalists,3,Organic Search
CUST00763,5,5,277.6,4,3,2,9,Loyal Customers,1,Referral
CUST00764,25,3,468.61,3,1,3,7,Potential Loyalists,3,Paid Search
CUST00765,144,4,347.67,1,2,2,5,At Risk,3,Paid Search
CUST00766,127,2,188.83,2,1,1,4,At Risk,3,Organic Search
